company_name,investor_name
Versa,Liberty City Ventures
Hullabalu,Liberty City Ventures
itBit,Liberty City Ventures
Personify Inc,Liberty Global Ventures
Integrate,Liberty Global Ventures
Expect Labs,Liberty Global Ventures
Integrate,Liberty Global Ventures
SundaySky,Liberty Global Ventures
Delivery Agent,Liberty Global Ventures
Veraz Networks,Liberty Mutual Insurance Co
ePartners,Liberty Mutual Insurance Co
MoreMagic Solutions,Liberty Mutual Insurance Co
High Tower Software,Liberty Partners
Padcom,Liberty Partners
Henley-Putnam University,Liberty Partners
Henley-Putnam University,Liberty Partners
AccelGolf,Libra Future Fund
MarginLeft,Libra Future Fund
Financial Information Network & Operations Pvt,Life Insurance Corporation of India
Breathe Technologies,Life Science Angels
Satoris,Life Science Angels
Vaxart,Life Science Angels
Fluxion Biosciences,Life Science Angels
VasoNova,Life Science Angels
Verdezyne,Life Science Angels
Velomedix,Life Science Angels
Vaxart,Life Science Angels
Altheos,Life Science Angels
Zogenix,Life Science Angels
Allylix,Life Science Angels
OncoHealth,Life Science Angels
OncoHealth,Life Science Angels
Niveus Medical,Life Science Angels
Gemmus Pharma,Life Science Angels
Amedrix,Life Science Fonds Esslingen
BioTeSys,Life Science Fonds Esslingen
VisionCare Ophthalmic Technologies,Life Sciences Alternative Funding
Quartzy,Life Sciences Angel Network
Comprehend Systems,Life Sciences Angel Network
AIMM Therapeutics,Life Sciences Fund Amsterdam
Sigmascreening,Life Sciences Fund Amsterdam
ACS Biomarker,Life Sciences Fund Amsterdam
Xbio Systems,Life Sciences Greenhouse of Pennsylvania
SoftGenetics,Life Sciences Greenhouse of Pennsylvania
Chaperone Technologies,Life Sciences Greenhouse of Pennsylvania
Immunomic Therapeutics,Life Sciences Greenhouse of Pennsylvania
Micro Interventional Devices,Life Sciences Greenhouse of Pennsylvania
MacuLogix,Life Sciences Greenhouse of Pennsylvania
FlowCardia,Life Sciences Partners
Cobalt Technologies,Life Sciences Partners
Hyperion Therapeutics,Life Sciences Partners
Pasteuria Bioscience,Life Sciences Partners
Probiodrug,Life Sciences Partners
Trinity Biosystems,Life Sciences Partners
Cellerix,Life Sciences Partners
Pronota,Life Sciences Partners
Pronota,Life Sciences Partners
Pronota,Life Sciences Partners
Kreatech Diagnostics,Life Sciences Partners
Curetis,Life Sciences Partners
Harvest Automation,Life Sciences Partners
BMEYE,Life Sciences Partners
Merus,Life Sciences Partners
Kreatech Diagnostics,Life Sciences Partners
Promethera Biosciences,Life Sciences Partners
arGEN-X,Life Sciences Partners
Seahorse Bioscience,Life Sciences Partners
Cellerix,Life Sciences Partners
Syntaxin,Life Sciences Partners
Isto Technologies,Life Sciences Partners
Movetis,Life Sciences Partners
DNage,Life Sciences Partners
Nexstim,Life Sciences Partners
Cobalt Technologies,Life Sciences Partners
Sapiens,Life Sciences Partners
Mendor,Life Sciences Partners
Atlas Genetics,Life Sciences Partners
Harvest Automation,Life Sciences Partners
Probiodrug,Life Sciences Partners
Prosensa,Life Sciences Partners
IlluminOss Medical,Life Sciences Partners
Kiadis Pharma,Life Sciences Partners
Pronota,Life Sciences Partners
Merus,Life Sciences Partners
Cobalt Technologies,Life Sciences Partners
Cobalt Technologies,Life Sciences Partners
Harvest Automation,Life Sciences Partners
Bone Therapeutics,Life Sciences Research Partners
My-Apps,Life.SREDA
LifePay,Life.SREDA
Moven,Life.SREDA
Glooko,Lifeforce Ventures
MediSapiens,Lifeline Ventures
Valkee,Lifeline Ventures
Applifier,Lifeline Ventures
Grey Area,Lifeline Ventures
Supercell,Lifeline Ventures
Playmysong,Lifeline Ventures
Grand Cru,Lifeline Ventures
Arctic Diagnostics,Lifeline Ventures
MakieLab,Lifeline Ventures
ZenRobotics,Lifeline Ventures
Applifier,Lifeline Ventures
Nonstop Games,Lifeline Ventures
Brainbow,Lifeline Ventures
Enevo,Lifeline Ventures
ProtoGeo,Lifeline Ventures
Valkee,Lifeline Ventures
Airstone Labs,Lifeline Ventures
Synoste Oy,Lifeline Ventures
Where I've Been,Lightbank
Sprout Social,Lightbank
Betterfly,Lightbank
Sprout Social,Lightbank
60mo,Lightbank
Needle,Lightbank
DoubleDutch,Lightbank
Zaarly,Lightbank
Qwiki,Lightbank
Tagkast,Lightbank
Boomerang.com,Lightbank
Benzinga,Lightbank
OpenChime,Lightbank
OnSwipe,Lightbank
Pawngo,Lightbank
BeachMint,Lightbank
Hipster,Lightbank
BabbaCo,Lightbank
myRete,Lightbank
oBaz,Lightbank
E la Carte,Lightbank
Cloudbot,Lightbank
Udemy,Lightbank
Snapsheet,Lightbank
Contently,Lightbank
Snapsheet,Lightbank
Betterfly,Lightbank
SocialKaty,Lightbank
Lifecrowd,Lightbank
Locu,Lightbank
Ark,Lightbank
Belly,Lightbank
Belly,Lightbank
Locality,Lightbank
Eventup,Lightbank
12Society,Lightbank
BenchPrep,Lightbank
Boomerang,Lightbank
GetGoing,Lightbank
MyCabbage,Lightbank
Coffee Meets Bagel,Lightbank
Frank & Oak,Lightbank
DoubleDutch,Lightbank
Udemy,Lightbank
SpotHero,Lightbank
Ovuline,Lightbank
SunnyBump,Lightbank
Locality,Lightbank
Soundsupply,Lightbank
walkby,Lightbank
walkby,Lightbank
SkyVu Entertainment,Lightbank
TalentBin,Lightbank
Clever Sense,Lightbank
crowdrise,Lightbank
Fooda,Lightbank
HighGround,Lightbank
Lightswitch,Lightbank
Genus Oncology,Lightbank
BenchPrep,Lightbank
FreeAgent,Lightbank
SoCore Energy,Lightbank
Bonfaire,Lightbank
Monthlys,Lightbank
Yellowsmith,Lightbank
DraftDay,Lightbank
Betterfly,Lightbank
Belly,Lightbank
DoubleDutch,Lightbank
Ovuline,Lightbank
Contently,Lightbank
Angie's List,Lighthouse Capital Partners
Transera Communications,Lighthouse Capital Partners
Responsys,Lighthouse Capital Partners
BiPar Sciences,Lighthouse Capital Partners
DiVitas Networks,Lighthouse Capital Partners
ARYx Therapeutics,Lighthouse Capital Partners
Revivio,Lighthouse Capital Partners
LVL7 Systems,Lighthouse Capital Partners
Mimosa Systems,Lighthouse Capital Partners
BookRenter.com,Lighthouse Capital Partners
ZestCash,Lighthouse Capital Partners
Azelon Pharmaceuticals,Lighthouse Capital Partners
Kala Pharmaceuticals,Lighthouse Capital Partners
NanoH2O,Lighthouse Capital Partners
Life360,Lighthouse Capital Partners
Rafter,Lighthouse Capital Partners
Tagged,Lighthouse Capital Partners
ZestFinance,Lighthouse Capital Partners
HDmessaging,Lighthouse Capital Partners
Meilele,Lightspeed China Partners
Rong360,Lightspeed China Partners
BTC China,Lightspeed China Partners
QingCloud,Lightspeed China Partners
Tujia,Lightspeed China Partners
Tujia,Lightspeed China Partners
RockYou,Lightspeed Venture Partners
RockYou,Lightspeed Venture Partners
TheFind,Lightspeed Venture Partners
TheFind,Lightspeed Venture Partners
TheFind,Lightspeed Venture Partners
Flixster,Lightspeed Venture Partners
MuleSoft,Lightspeed Venture Partners
WeFi,Lightspeed Venture Partners
StreetFire,Lightspeed Venture Partners
MyBuys,Lightspeed Venture Partners
Four Interactive,Lightspeed Venture Partners
Kosmix,Lightspeed Venture Partners
Kosmix,Lightspeed Venture Partners
Vestopia,Lightspeed Venture Partners
Calista Technologies,Lightspeed Venture Partners
IceBreaker,Lightspeed Venture Partners
Outbrain,Lightspeed Venture Partners
Ebuzzing,Lightspeed Venture Partners
Serious Business,Lightspeed Venture Partners
Skyfire Labs,Lightspeed Venture Partners
Star Analytics,Lightspeed Venture Partners
Flixster,Lightspeed Venture Partners
MyBuys,Lightspeed Venture Partners
SailPoint Technologies,Lightspeed Venture Partners
SailPoint Technologies,Lightspeed Venture Partners
PCH International,Lightspeed Venture Partners
Kosmix,Lightspeed Venture Partners
Eyeview,Lightspeed Venture Partners
Apptera,Lightspeed Venture Partners
KIXEYE,Lightspeed Venture Partners
Kosmix,Lightspeed Venture Partners
Apptera,Lightspeed Venture Partners
ScaleMP,Lightspeed Venture Partners
Focus,Lightspeed Venture Partners
Greentech Media,Lightspeed Venture Partners
Greentech Media,Lightspeed Venture Partners
AudioPixels,Lightspeed Venture Partners
Delphix,Lightspeed Venture Partners
Outbrain,Lightspeed Venture Partners
Pliant Technology,Lightspeed Venture Partners
StreetFire,Lightspeed Venture Partners
Fusion-io,Lightspeed Venture Partners
MyBuys,Lightspeed Venture Partners
Stion,Lightspeed Venture Partners
AMEC,Lightspeed Venture Partners
CoalTek,Lightspeed Venture Partners
Mercantila,Lightspeed Venture Partners
Solazyme,Lightspeed Venture Partners
Solazyme,Lightspeed Venture Partners
OpTier,Lightspeed Venture Partners
Aprius,Lightspeed Venture Partners
Bling Nation,Lightspeed Venture Partners
Unity Semiconductor,Lightspeed Venture Partners
TutorVista.com,Lightspeed Venture Partners
Ning by Glam Media,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
WeFi,Lightspeed Venture Partners
Provigent,Lightspeed Venture Partners
Skyfire Labs,Lightspeed Venture Partners
LS9,Lightspeed Venture Partners
Link_A_ Media,Lightspeed Venture Partners
Playdom,Lightspeed Venture Partners
Teknovus,Lightspeed Venture Partners
Pivot3,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
Pliant Technology,Lightspeed Venture Partners
Evolv,Lightspeed Venture Partners
Skybox Security,Lightspeed Venture Partners
Skybox Security,Lightspeed Venture Partners
Pliant Technology,Lightspeed Venture Partners
Link_A_Media Devices,Lightspeed Venture Partners
Orbis Education,Lightspeed Venture Partners
Lucky Pai,Lightspeed Venture Partners
Pivot3,Lightspeed Venture Partners
Blaze DFM,Lightspeed Venture Partners
Pivot3,Lightspeed Venture Partners
Transparency Software,Lightspeed Venture Partners
99Bill,Lightspeed Venture Partners
TutorVista.com,Lightspeed Venture Partners
MuleSoft,Lightspeed Venture Partners
Stylehive,Lightspeed Venture Partners
MonoSphere,Lightspeed Venture Partners
Nextance,Lightspeed Venture Partners
OpTier,Lightspeed Venture Partners
Fusion-io,Lightspeed Venture Partners
SailPoint Technologies,Lightspeed Venture Partners
ShoeDazzle,Lightspeed Venture Partners
LivingSocial,Lightspeed Venture Partners
AppDynamics,Lightspeed Venture Partners
Identity Engines,Lightspeed Venture Partners
Pixer Technology,Lightspeed Venture Partners
Aerohive Networks,Lightspeed Venture Partners
Aprius,Lightspeed Venture Partners
Apptera,Lightspeed Venture Partners
Ellacoya Networks,Lightspeed Venture Partners
NeoScale Systems,Lightspeed Venture Partners
Identity Engines,Lightspeed Venture Partners
Extraprise,Lightspeed Venture Partners
Delphix,Lightspeed Venture Partners
Cirtas Systems,Lightspeed Venture Partners
SemEquip,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
Personeta,Lightspeed Venture Partners
Valchemy,Lightspeed Venture Partners
Traverse Networks,Lightspeed Venture Partners
MonoSphere,Lightspeed Venture Partners
Transparency Software,Lightspeed Venture Partners
Memoir Systems,Lightspeed Venture Partners
SolarEdge,Lightspeed Venture Partners
DataStax,Lightspeed Venture Partners
Rhythm NewMedia,Lightspeed Venture Partners
LivingSocial,Lightspeed Venture Partners
Nimble Storage,Lightspeed Venture Partners
Bonobos,Lightspeed Venture Partners
LS9,Lightspeed Venture Partners
LS9,Lightspeed Venture Partners
Ihaveu.com,Lightspeed Venture Partners
Skybox Security,Lightspeed Venture Partners
Cirtas Systems,Lightspeed Venture Partners
Nicira Networks,Lightspeed Venture Partners
Outbrain,Lightspeed Venture Partners
PCH International,Lightspeed Venture Partners
MyLikes,Lightspeed Venture Partners
Ebuzzing,Lightspeed Venture Partners
Eyeview,Lightspeed Venture Partners
Aerohive Networks,Lightspeed Venture Partners
Tintri,Lightspeed Venture Partners
LivingSocial,Lightspeed Venture Partners
Nutanix,Lightspeed Venture Partners
IO Turbine,Lightspeed Venture Partners
Evolv,Lightspeed Venture Partners
Peel,Lightspeed Venture Partners
Eyeview,Lightspeed Venture Partners
ShoeDazzle,Lightspeed Venture Partners
Slice,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
Tintri,Lightspeed Venture Partners
Friend.ly,Lightspeed Venture Partners
Bromium,Lightspeed Venture Partners
Petflow,Lightspeed Venture Partners
Nimble Storage,Lightspeed Venture Partners
ZestCash,Lightspeed Venture Partners
CloudBees,Lightspeed Venture Partners
Plexxi,Lightspeed Venture Partners
Leyden Energy,Lightspeed Venture Partners
KIXEYE,Lightspeed Venture Partners
OneAssist Consumer Solutions,Lightspeed Venture Partners
Link_A_Media Devices,Lightspeed Venture Partners
Embrane,Lightspeed Venture Partners
DataStax,Lightspeed Venture Partners
Craftsvilla,Lightspeed Venture Partners
SolarEdge,Lightspeed Venture Partners
Nutanix,Lightspeed Venture Partners
GrubHub,Lightspeed Venture Partners
Boundary,Lightspeed Venture Partners
XtremIO,Lightspeed Venture Partners
LivingSocial,Lightspeed Venture Partners
Giftly,Lightspeed Venture Partners
TaskRabbit,Lightspeed Venture Partners
Outbrain,Lightspeed Venture Partners
Stion,Lightspeed Venture Partners
"Natera, Inc.",Lightspeed Venture Partners
Natera,Lightspeed Venture Partners
Eyeview,Lightspeed Venture Partners
AppDynamics,Lightspeed Venture Partners
AppDynamics,Lightspeed Venture Partners
Eat Club,Lightspeed Venture Partners
Skyfire Labs,Lightspeed Venture Partners
Pivot3,Lightspeed Venture Partners
Ebuzzing,Lightspeed Venture Partners
Ebuzzing,Lightspeed Venture Partners
The Honest Company,Lightspeed Venture Partners
Pertino,Lightspeed Venture Partners
Bonobos,Lightspeed Venture Partners
Meilele,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
MuleSoft,Lightspeed Venture Partners
Delphix,Lightspeed Venture Partners
Meilele,Lightspeed Venture Partners
Lemon,Lightspeed Venture Partners
OneAssist Consumer Solutions,Lightspeed Venture Partners
Plexxi,Lightspeed Venture Partners
Craftsvilla,Lightspeed Venture Partners
Boundary,Lightspeed Venture Partners
Avere Systems,Lightspeed Venture Partners
TaskRabbit,Lightspeed Venture Partners
Tintri,Lightspeed Venture Partners
FiveStars Loyalty,Lightspeed Venture Partners
Pulse,Lightspeed Venture Partners
Influitive,Lightspeed Venture Partners
Revel Touch,Lightspeed Venture Partners
Nutanix,Lightspeed Venture Partners
Zscaler,Lightspeed Venture Partners
Nimble Storage,Lightspeed Venture Partners
Aerohive Networks,Lightspeed Venture Partners
Origami Logic,Lightspeed Venture Partners
Duck Duck Moose,Lightspeed Venture Partners
Virtual Instruments Corporation,Lightspeed Venture Partners
DataStax,Lightspeed Venture Partners
Side.Cr,Lightspeed Venture Partners
Skyfire Labs,Lightspeed Venture Partners
BloomReach,Lightspeed Venture Partners
Dhingana,Lightspeed Venture Partners
LiveU,Lightspeed Venture Partners
Stion,Lightspeed Venture Partners
Influitive,Lightspeed Venture Partners
AppDynamics,Lightspeed Venture Partners
Leyden Energy,Lightspeed Venture Partners
Nest Labs,Lightspeed Venture Partners
Scodix,Lightspeed Venture Partners
Snapchat,Lightspeed Venture Partners
Infinio,Lightspeed Venture Partners
Affirmed Networks,Lightspeed Venture Partners
PernixData,Lightspeed Venture Partners
LivingSocial,Lightspeed Venture Partners
streamOnce,Lightspeed Venture Partners
Click Security,Lightspeed Venture Partners
Stitch Fix,Lightspeed Venture Partners
Snapchat,Lightspeed Venture Partners
Pertino,Lightspeed Venture Partners
Evolv,Lightspeed Venture Partners
Bonobos,Lightspeed Venture Partners
MuleSoft,Lightspeed Venture Partners
EdgeSpring,Lightspeed Venture Partners
Whisper,Lightspeed Venture Partners
Ripple Labs,Lightspeed Venture Partners
Qubole,Lightspeed Venture Partners
Natera,Lightspeed Venture Partners
PernixData,Lightspeed Venture Partners
EdgeSpring,Lightspeed Venture Partners
Affirmed Networks,Lightspeed Venture Partners
Kenandy,Lightspeed Venture Partners
Personetics Technologies,Lightspeed Venture Partners
Snapchat,Lightspeed Venture Partners
NuMedii,Lightspeed Venture Partners
Insightera,Lightspeed Venture Partners
HealthPocket,Lightspeed Venture Partners
Aerohive Networks,Lightspeed Venture Partners
Avocadoª,Lightspeed Venture Partners
Aquantia,Lightspeed Venture Partners
BloomReach,Lightspeed Venture Partners
CloudBees,Lightspeed Venture Partners
MapR Technologies,Lightspeed Venture Partners
MapR Technologies,Lightspeed Venture Partners
MapR Technologies,Lightspeed Venture Partners
DataStax,Lightspeed Venture Partners
Eyeview,Lightspeed Venture Partners
ZestFinance,Lightspeed Venture Partners
Slice,Lightspeed Venture Partners
Link_A_Media Devices,Lightspeed Venture Partners
WeFi,Lightspeed Venture Partners
Whisper,Lightspeed Venture Partners
Numerify,Lightspeed Venture Partners
Netskope,Lightspeed Venture Partners
lark,Lightspeed Venture Partners
Personalis,Lightspeed Venture Partners
Leyden Energy,Lightspeed Venture Partners
Mic Network,Lightspeed Venture Partners
Outbrain,Lightspeed Venture Partners
Pivot3,Lightspeed Venture Partners
Spreetales,Lightspeed Venture Partners
Rhythm NewMedia,Lightspeed Venture Partners
Primary Data,Lightspeed Venture Partners
LimeRoad,Lightspeed Venture Partners
Jut Inc,Lightspeed Venture Partners
The Honest Company,Lightspeed Venture Partners
ZestFinance,Lightspeed Venture Partners
ZestFinance,Lightspeed Venture Partners
BTC China,Lightspeed Venture Partners
CoalTek,Lightspeed Venture Partners
Xova Labs,Lightspeed Venture Partners
Arctic Wolf Networks,Lightspeed Venture Partners
SimplyTapp,Lightspeed Venture Partners
Phone Warrior,Lightspeed Venture Partners
nWay,Lightspeed Venture Partners
Infinio,Lightspeed Venture Partners
GCLABS (Gamechanger LABS),Lightspeed Venture Partners
Link_A_ Media,Lightspeed Venture Partners
Dianping,Lightspeed Venture Partners
Dianping,Lightspeed Venture Partners
Elastifile,Lightspeed Venture Partners
Nutanix,Lightspeed Venture Partners
StyleSeat,Lightspeed Venture Partners
Hoodinn,Lightspeed Venture Partners
Origami Logic,Lightspeed Venture Partners
BlockScore,Lightspeed Venture Partners
Catabasis Pharmaceuticals,Lightstone Ventures
FIRE1,Lightstone Ventures
Higher One,Lightyear Capital
HD Biosciences,Lilly Asia Ventures
Innovent Biologics,Lilly Asia Ventures
Avid Radiopharmaceuticals,Lilly Ventures
Aileron Therapeutics,Lilly Ventures
Avid Radiopharmaceuticals,Lilly Ventures
Avid Radiopharmaceuticals,Lilly Ventures
Intradigm Corporation,Lilly Ventures
Fluidigm,Lilly Ventures
Viamet Pharmaceuticals,Lilly Ventures
Trinity Biosystems,Lilly Ventures
Receptos,Lilly Ventures
FORMA Therapeutics,Lilly Ventures
FORMA Therapeutics,Lilly Ventures
InnoCentive,Lilly Ventures
HemaQuest Pharmaceuticals,Lilly Ventures
MedManage Systems,Lilly Ventures
Protagonist Therapeutics,Lilly Ventures
Cylene Pharmaceuticals,Lilly Ventures
Cylene Pharmaceuticals,Lilly Ventures
Cerulean Pharma,Lilly Ventures
Sutro Biopharma,Lilly Ventures
Nimbus Discovery,Lilly Ventures
Cerulean Pharma,Lilly Ventures
Receptos,Lilly Ventures
HemaQuest Pharmaceuticals,Lilly Ventures
Sutro Biopharma,Lilly Ventures
Aileron Therapeutics,Lilly Ventures
Protagonist Therapeutics,Lilly Ventures
Aileron Therapeutics,Lilly Ventures
FABPulous,Limburg Ventures
Q Chip,Limburg Ventures
ACS Biomarker,Limburg Ventures
Aristo Music,Limburgse Reconversie Maatschappij
PearlChain.net,Limburgse Reconversie Maatschappij
AsicAhead,Limburgse Reconversie Maatschappij
Ideaxis,Limburgse Reconversie Maatschappij
Complix,Limburgse Reconversie Maatschappij
Visys,Limburgse Reconversie Maatschappij
Entelec Control Systems,Limburgse Reconversie Maatschappij
D square nv,Limburgse Reconversie Maatschappij
Ducatt,Limburgse Reconversie Maatschappij
EpiGaN,Limburgse Reconversie Maatschappij
Amakem,Limburgse Reconversie Maatschappij
Sparkcentral,Limburgse Reconversie Maatschappij
Sparkcentral,Limburgse Reconversie Maatschappij
TerraSpark Geosciences,Lime Rock Partners
SmartSynch,Lime Rock Partners
Senscient,Lime Rock Partners
Augustus Energy Partners,Lime Rock Partners
ONFocus Healthcare,Limestone Fund
LOGIDOC-Solutions,Limousin Participations
Glycode,Limousin Participations
SNAPP',Limousin Participations
NXVISION,LINC Scotland
Exterity,LINC Scotland
Conjunct,LINC Scotland
Half Off Depot,Linch Capital
ViOptix,Lincoln Funds International
Onstream Media,Lincoln Park Capital Fund
Raptor Pharmaceuticals,Lincoln Park Capital Fund
Lightwave Logic,Lincoln Park Capital Fund
Senesco Technologies,Linden Asset Management
SeraCare Life Sciences,Linden Capital Partners
Vigour.io,Linden Mobile Ventures
PEAK-IT,Linden Mobile Ventures
PEAK-IT,Linden Mobile Ventures
mediaBunker,Linden Mobile Ventures
